subtype	AUGLS01_trimmed	AUGLS05_trimmed	AUGLS16_trimmed	SEPLS01_trimmed	SEPLS05_trimmed	SEPLS16_trimmed
beta_lactam__TEM-184	0.0	0.0	9.321409756207333e-05	0.0	0.0	0.00019866722191132628
beta_lactam__TEM-185	0.0	8.447605613168873e-05	0.0	0.000201849387628502	9.801580988943437e-05	0.00016886713862462733
beta_lactam__TEM-187	0.0008575712323093234	0.002476830233418996	0.002611669314824081	0.003220666334392456	0.0013027199134903254	0.0010885290773608796
beta_lactam__TEM-192	0.001753508958782982	0.003429628374844415	0.0016845235776002478	0.004328519386048464	0.0014791839655169032	0.0016909825746446044
beta_lactam__TEM-193	0.0015389187015892604	0.0030227736607121663	0.0017673392897769105	0.004436649540074474	0.0031365059164619	0.002576713868189902
beta_lactam__TEM-194	0.0	0.0	9.134981561083188e-05	0.0	0.0	0.0
beta_lactam__TEM-197	0.00017194622364125815	0.0	0.00027964229268622	0.0	0.0	0.0
beta_lactam__TEM-201	8.253418734780392e-05	0.0	0.0	0.0	0.00010019393899808845	0.0
beta_lactam__TEM-205	0.0	0.0	9.321409756207333e-05	0.000201849387628502	0.0	0.0
beta_lactam__TEM-208	0.0	0.0	9.134981561083188e-05	0.0	0.0	0.0
beta_lactam__TEM-43	0.0	0.0	0.0	0.000201849387628502	0.0	0.0
beta_lactam__TEM-55	0.0	8.998536414027712e-05	0.0	0.0	0.0	0.0
beta_lactam__TEM-6	0.0	0.0	0.0	0.0	0.0002178129108654097	0.0002960141606478761
beta_lactam__TEM-63	0.0004917661996139983	0.0007272286571336681	0.000507084690737679	0.000399661787504434	0.0006970013147693111	0.00028012078289497007
beta_lactam__TEM-7	0.0008441044345864799	0.0005010726188041047	0.001019383656664654	0.0022029888567932786	0.0005919170169295701	0.0004353932985949373
beta_lactam__TEM-75	9.420808421724105e-05	0.00010061699172773188	0.00010214265096840221	0.00021675994775676837	0.0	0.00010884832464873433
beta_lactam__TEM-87	0.00016334891245919526	6.978456810878634e-05	0.00018456391317290521	0.0005692152731123757	0.00032671936629811456	0.0006933486044705286
beta_lactam__TEM-88	0.0	0.0	0.0	0.0	0.0	9.933361095566314e-05
beta_lactam__TEM-91	0.0	8.447605613168873e-05	0.0	0.0	8.712516434616389e-05	0.0
beta_lactam__TEM-95	0.0	0.0	0.00018642819512414667	0.0	0.0	0.0
beta_lactam__VCC-1	0.0	0.0	0.0	0.0	0.0	0.00020006628685436377
beta_lactam__VEB-1	0.0	0.0	0.0	0.0	0.0	0.00014276086800663144
beta_lactam__VEB-6	0.0	8.607295700374334e-05	0.0	0.0	0.0	0.0
beta_lactam__VIM-1	0.0	0.0	0.0	0.0	8.025670813850618e-05	0.0
chloramphenicol__capO	0.0	3.93423742935401e-05	0.0	0.0	0.0	0.0
chloramphenicol__Salmonella enterica cmlA	0.0	0.0	0.0	0.0	0.0	0.00014568929606830592
chloramphenicol__catB2	0.00011708719038428531	0.0	0.00031483283389917803	0.0	0.0	0.00031656202759984764
chloramphenicol__catB3	0.0	0.0	0.0	0.0	0.0	0.00013528291777771266
chloramphenicol__catB8	0.0	0.0	0.0	0.0	0.00013052179382525312	0.00010822633422217013
chloramphenicol__catI	0.010870503070006237	0.00755694253733294	0.010946110194956837	0.019469673015018136	0.008980078212155258	0.009516504648933014
chloramphenicol__cmlA1	0.0	0.0	0.0	0.0	0.0	6.780289435159823e-05
chloramphenicol__cmlA5	0.0	0.0	0.0	0.0	0.0	0.00020794229893978134
chloramphenicol__cmx	0.0	0.0	0.0	0.0	0.0	7.265834458649529e-05
chloramphenicol__plasmid-encoded cat (pp-cat)	0.0003076345632288482	0.0005923722014348576	0.0009689839540909302	0.0005166606973928451	0.00027876074272765766	0.00025425775779592023
florfenicol__floR	0.0	6.500256148747034e-05	0.0	0.0	0.0	0.0
fosfomycin__FosA	0.0	0.00014836742847987582	0.0	0.0	0.0	0.0
macrolide-lincosamide-streptogramin__LlmA 23S ribosomal RNA methyltransferase	0.00017134710787944192	0.0	0.0	0.0	0.0	0.0
macrolide-lincosamide-streptogramin__LpeA	0.0	0.0	0.0	0.0	4.299197370236411e-05	0.0
macrolide-lincosamide-streptogramin__LpeB	2.4248826410946662e-05	0.0	3.6018883340011414e-05	0.0	5.897703432663402e-05	0.0
macrolide-lincosamide-streptogramin__ere(A)	0.0002398268658216051	0.00012936470364994097	0.0	0.0	0.0003038007270070547	0.0003129069191519792
macrolide-lincosamide-streptogramin__ere(D)	0.0	0.0	0.0	0.0	0.0	0.0002075001224149328
macrolide-lincosamide-streptogramin__linG	0.00045033534763186655	0.0004809713340831139	0.0008788757770138343	0.00018185668637767897	0.0009013305692478144	0.0005473754980852066
macrolide-lincosamide-streptogramin__lnu(F)	0.0	9.619426681662277e-05	0.00019335267094304357	0.0008077820255380623	0.0005704623855998825	0.0
macrolide-lincosamide-streptogramin__lnu(H)	0.0009430340063186085	0.00020596890071323935	0.0019278283775951565	0.0002263879406343199	0.00084280783980745	0.0005481345515605205
macrolide-lincosamide-streptogramin__lsa(B)	0.00014992871939451167	0.0	0.0	0.0	0.0	0.0
macrolide-lincosamide-streptogramin__macA	0.00011841270574712627	2.3122923759316493e-05	0.00019114166269898356	0.00030602035641000383	0.00027649127851490154	0.0002271732015512533
macrolide-lincosamide-streptogramin__macB	0.000677935663255348	0.00046375171719958524	0.00041517281272835185	0.0005413779548801189	0.0007685833797553194	0.0008357759437025723
macrolide-lincosamide-streptogramin__mef(C)	0.0	0.0	0.0	0.0	0.0	0.00013262379408675025
macrolide-lincosamide-streptogramin__mel	0.0	0.0	0.0	0.0	7.536864525599633e-05	0.0
macrolide-lincosamide-streptogramin__mph(A)	0.0	0.0	0.0	0.0	0.0	0.000188766862015413
macrolide-lincosamide-streptogramin__mph(B)	0.0007687737424345416	0.0	0.00047244208435258443	0.0003653729421629847	0.0005914034098813973	0.0010680500736450556
macrolide-lincosamide-streptogramin__mph(G)	0.0	0.0	0.0	0.0	0.0	7.537191133329706e-05
macrolide-lincosamide-streptogramin__ole(C)	0.0015509549372441486	0.002375613613303316	0.0014141697169337273	0.0001776274611130818	0.001335977270084077	0.0012028108283399339
macrolide-lincosamide-streptogramin__vat(F)	0.0	0.0	0.0	0.0	0.0	0.00012854937888379935
multidrug__Enterobacter cloacae acrA	2.0645096541309753e-05	0.0	0.0	0.0	0.0	0.0
multidrug__Escherichia coli acrA	0.00017694917293257454	6.550177129559655e-05	0.00011017150506171162	0.00018585357813017618	0.00010281067728108598	0.00014242061158519092
multidrug__Escherichia coli emrE	0.0	0.00031264630375550716	0.00016157110244092714	0.0	0.00026621577994661184	0.0
multidrug__Escherichia coli mdfA	0.0003694848616487305	0.0005741378421157923	0.00042421844335918153	0.0005547608876958566	0.0005222414538658412	0.0006007073999822184
multidrug__MexB	4.5004633081349664e-05	0.00011717357943900658	7.508824066378177e-05	0.00016530196229481905	0.0001550468793441767	0.00011527303163050218
multidrug__MexD	6.162337638275019e-05	0.00012358163418027486	8.455976473408816e-05	0.00018263393725777367	6.831568701624832e-05	0.00014482133154272998
multidrug__MexE	6.110948576227687e-05	4.269035220448052e-05	3.824944535157718e-05	4.75015502640777e-05	0.0	0.0
multidrug__MexF	0.0005066302562496204	0.0004543846779371459	0.00040092108758381964	0.0003811417989907227	0.0008174556725861486	0.0004352807470882587
multidrug__MuxB	0.0010844316961766023	0.0008360895784129899	0.0002690631331060847	0.0006095761193455647	0.0011067276569166902	0.000544581839483705
multidrug__MuxC	0.00022673776191983898	0.00027545358295192387	0.00013020821759452707	0.00020914661967288376	0.00012206353261606135	9.433241293689153e-05
multidrug__OpmB	0.0	0.0	0.0	0.0	0.0	5.7047013520722205e-05
multidrug__OpmH	0.0	0.0	0.0	0.0	0.0	0.00015599636037521308
multidrug__OprM	3.425237211241779e-05	0.0	1.8411590743268437e-05	0.0	4.3925603691190953e-05	1.9787650660023638e-05
multidrug__RanA	0.0016639995824148084	0.0015084826990027188	0.0012172315961799616	0.0017587184085789435	0.0029215634082978173	0.0034157363681688985
multidrug__RanB	0.0007755522278497444	0.001000618086429417	0.0012117832683069534	0.0008898925176317437	0.0009528841344033707	0.0011902757904078591
multidrug__abeM	0.0	0.0	0.0	0.0	0.0	6.341386770830282e-05
multidrug__acrE	0.00010516558554515807	4.501891687017945e-05	6.785986302518939e-05	9.896387119157412e-05	7.874455329953288e-05	0.00017119438322415998
multidrug__acrF	0.00045365947772976496	0.00042865946118655543	0.0004435986532182882	0.0004625944084404188	0.00038778181160874816	0.00036068001753634054
multidrug__adeF	7.120316393529721e-06	8.265985156102618e-06	1.6782645201607164e-05	1.635380307698345e-05	1.9607961129212206e-05	1.7884427279395442e-05
multidrug__adeI	0.0	2.3281059256150723e-05	0.0	0.0	0.0	0.0
multidrug__amrB	6.282808588550933e-05	4.1492301054308505e-05	5.116939818849712e-05	0.00010892177936338409	9.102140036182791e-05	0.00012849677612287072
multidrug__bpeF	7.72488532224314e-06	1.6500807314444243e-05	8.207994742286495e-06	0.0	6.536713948321519e-05	8.925357440565395e-06
multidrug__ceoB	3.861185603762271e-05	7.390635846120486e-05	8.47972971914895e-06	3.672394980037469e-05	5.826159347389099e-05	0.0
multidrug__efpA	0.00034330847897581015	9.810726223595713e-05	0.0006921340207205301	0.0	5.876838915802564e-05	5.253061222387408e-05
multidrug__efrB	8.558362037481186e-05	0.0	0.00012666817368158872	7.973608406319279e-05	0.0	6.278323255982245e-05
multidrug__emeA	0.0	0.0	0.0	0.0	0.00016096768089795134	0.0
multidrug__emrA	0.00016560331850249172	0.00028595349049021396	0.00038055304621371764	0.0003419353672600134	0.0001594591981406101	0.00031118750692247377
multidrug__emrB	0.000175740989546999	0.00015076312501174474	0.0004133862719242483	0.00022355035961470394	0.00012175078730915802	0.00021913659190864562
multidrug__emrD	0.0006411014463562383	0.00027010145844650203	0.000407085381786936	0.0011504084104434996	0.0008740533562059025	0.0007243236071920737
multidrug__emrK	0.00022110418277218526	7.481776307959548e-05	2.5317409214390287e-05	0.00010255780198059358	0.00032478325153486643	0.00013135878994341313
multidrug__emrY	0.00021386707118629613	0.00012549218472166992	0.0001537765590223902	7.516787091373903e-05	0.00012004667826967527	0.00012836023721955625
multidrug__mdsB	2.2529573126075753e-05	1.3607613630059509e-05	7.749286998588541e-06	0.0	4.5269299452532855e-05	2.6928353301724794e-05
multidrug__mdtE	0.00048212370357634995	0.00027995150783144965	0.0003648427700485592	0.00030663602365591625	0.00032445286757427016	0.00013674662792168785
multidrug__mdtF	0.00017087729404780845	0.00017252491210297384	0.00019245132040525572	0.0006349996170906907	0.0001381463327628197	0.00014464104008578686
multidrug__mdtH	0.0	0.00026130382926306485	0.00013263299454105957	0.0007094051960623204	0.0006103298615655454	0.00014134036185731175
multidrug__mdtK	0.00041344202686343024	0.00027978054189911784	0.0005585346486143347	0.0013068145581257562	0.0004668477838722405	0.0004782850498141158
multidrug__mdtL	0.0010652838134860782	0.0006004441214270739	0.0007472766794224364	0.0017540143922189482	0.001427719993865085	0.0005042489114302774
multidrug__mdtM	0.0	0.00018400249321846396	0.0006285364899005834	0.0011179699107373355	0.00022084140134109932	0.0005317146629597958
multidrug__mdtN	0.00028160037045246944	0.00016185883503740597	0.0001089479446180617	0.0006443581393445943	0.00018976812818508499	0.0002271639585832346
multidrug__mdtO	0.00014328180632970083	0.0002926887194692837	0.00030861736492596414	0.0004186685326723419	9.127422735199085e-05	0.000302041163970773
multidrug__mdtP	0.0001817250778628231	0.00010672775174606606	0.00017991339562786843	0.0003406952942660749	0.00030955465195506873	0.0002588671897967788
multidrug__mexJ	0.0	0.0	0.0	0.0	0.0	2.1674756308799736e-05
multidrug__mexK	0.0006774379257121616	0.0005115564185275406	0.0005115104657763985	0.0006127714170691288	0.0007783266348417643	0.0005569168779071574
multidrug__mexN	7.911296647586845e-06	2.3827579874982373e-05	0.0	1.8574300148568718e-05	2.966404405119389e-05	1.8281475375366577e-05
multidrug__mexQ	0.0	0.0	1.6709490081497593e-05	3.289397428020033e-05	0.0	5.377913521533763e-05
multidrug__mexW	0.0002663570786622713	0.00016715295887097492	7.480317785636326e-05	0.00020601029069093052	0.000166125724129297	0.00025037215688895306
multidrug__msbA	0.000826370005536925	0.0010937585645091712	0.0007878673345830776	0.0014719883933821192	0.001805684001033756	0.001320891251827543
multidrug__mtrD	7.681446416963423e-06	0.0	0.0	5.302188037911579e-05	3.892189472509039e-05	2.6270497247930705e-05
multidrug__oqxB	1.4362695353805666e-05	1.6673672914881282e-05	1.6926496446192366e-05	0.0	4.9440073418656484e-05	0.0
multidrug__pmrA	0.0	0.0	7.572767323100846e-05	0.0	0.0	0.0
multidrug__qacE	0.0003487069415444715	0.00046792389352944106	0.0	0.0	0.0002831567841250326	0.00045455060373311457
multidrug__qacEdelta1	0.0018943689254695762	0.0009088601623211593	0.0	0.0008232646675936747	0.00027084561959785726	0.00023715683673032061
multidrug__qacH	0.00022353009073363558	0.0	0.0	0.0	0.0008381440810100965	0.0005165347769694483
multidrug__sdeY	4.429483053928814e-05	4.0811630422009605e-05	5.884816176440238e-05	0.00012669970188497332	9.503219440568015e-05	0.0001607433945963916
multidrug__smeD	0.0	0.0	0.0	9.792862571968036e-05	5.270261633460843e-05	0.0
multidrug__smeE	3.864025645471716e-05	0.00011569280102699162	5.0602446932266e-05	1.729292204271717e-05	0.00016578026073800112	2.7108218256984404e-05
multidrug__tap	0.0	0.0	0.00018511544890909156	0.0	0.0	0.0
multidrug__tolC	0.0001876095770215532	8.920724820059029e-05	0.0005560887795314535	0.001282817625922002	0.00035876861987628797	0.0003691813546471852
mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	0.0070584219924722845	0.006380933289535238	0.005044302361653693	0.004209465957398905	0.004414074067108277	0.004457737119943654
mupirocin__mupA	2.305154060690617e-05	2.4619720163379393e-05	5.102743606386312e-05	0.0	5.8401086725787974e-05	2.663382443748718e-05
mupirocin__mupB	2.1422535317163528e-05	0.0	0.0	0.0	5.849531242234458e-05	4.180281447690792e-05
novobiocin__novA	0.0008706589346494694	0.0009150047376372074	0.0009938053741465305	0.0007913067879643626	0.0009713858182141651	0.0007241151862992502
other_peptide_antibiotics__ArnT	8.746476871537539e-05	0.0	0.0001383764124171933	0.00010477118849682682	0.00028038174486137534	5.155973272834784e-05
other_peptide_antibiotics__microcin efflux pumu gene yojI	0.0005358183820291464	0.0004301624719831895	0.0009591475024610211	0.00157461710957465	0.00015602094101514592	0.0004113392117877362
pleuromutilin_tiamulin__TaeA	0.0	8.105257666956178e-05	0.00016209471249513385	0.0	4.518273376316107e-05	0.00034722615562946245
polymyxin__almG	0.0	9.427038148029033e-05	0.0	0.0	0.0	0.00010198250724781416
polymyxin__arnA	0.00135638194120669	0.0010238221335662156	0.0015236960375040538	0.0009541048564901849	0.0013383164447507948	0.0014077783420455858
polymyxin__eptA	0.0006176295779429924	0.0006558057329565142	0.0002865745586621344	0.0006311132919072659	0.0006833033913072084	0.0004113392117877362
polymyxin__mcr-5.1	0.0	7.29739907828625e-05	3.7040249078779274e-05	8.020837823570604e-05	0.0	0.0
polymyxin__mcr-5.2	0.0	4.8097133408311386e-05	0.0	0.0	8.899213215358167e-05	0.0
polymyxin__pmrF	0.0008292827527652208	7.99248886463331e-05	0.00022685184911038246	0.0005342614785342226	9.673057842780616e-05	0.0001729268601158588
polymyxin__rosA	0.00030352364602570395	0.00017768754381779393	6.466843382350969e-05	0.00020830053461797694	0.0002991651535284387	0.00024121951125258674
polymyxin__rosB	0.00034416149361097387	0.0005470609923557996	0.0004580153746445085	0.0006124637669797442	0.0006418817942364369	0.00044629942490921924
polymyxin__ugd	0.007417051031291541	0.006432599874440075	0.007838363854293968	0.008379621258283114	0.007884748781040405	0.006339399367141277
puromycin__puromycin resistance protein	0.0	0.0	0.0	0.0	0.00011269977769747819	0.0
quinolone__QepA4	0.0	0.0	0.0	0.0	0.0	4.781231888582173e-05
quinolone__QnrVC1	0.0	0.0	0.0	0.0	0.0	0.00013031840703357642
rifamycin__RbpA	0.0	0.0	0.00023385291142765768	0.0	0.00027322145836625953	0.0
rifamycin__arr-1	0.0	0.0	0.0	0.000395624799751864	0.0	0.0
rifamycin__rphA	0.0	0.0	0.0	0.0	9.362178064712061e-05	0.0
rifamycin__rphB	0.0	0.0	3.0157502152435494e-05	0.00013060842728903073	0.0	0.0
sulfonamide__sul1	0.0047427167485213535	0.0038305836655298984	0.0001789210194815636	0.0029730194884617605	0.0032241740426242446	0.0034986580878655863
sulfonamide__sul2	0.0013301129395548027	0.00026870302836432463	9.837354945665304e-05	0.0001999093511113659	0.0010099617290524737	0.0005837609412278939
sulfonamide__sul4	0.00024331289318880756	0.00018117368984340516	0.0	0.0	0.00010852699043119718	9.700775079670127e-05
tetracycline__otr(A)	0.0	0.0	0.0	0.0	0.0	4.1992797102041125e-05
tetracycline__otr(C)	0.0	5.9854210463676394e-05	0.0	0.0	0.0	0.0
tetracycline__tet(32)	0.0	0.0	0.0	0.0	9.748746871284379e-05	0.0
tetracycline__tet(34)	0.0	0.00016711567626051467	0.000339299315125947	0.0	0.0	0.0
tetracycline__tet(35)	0.0	0.00013806614523419986	0.0	0.0	0.0	0.0
tetracycline__tet(56)	0.0	0.0	0.0	0.0005520606696290895	0.0	0.0
tetracycline__tet(A)	0.0	0.0006717765491619293	0.0	0.00012577107813017773	0.00012893195617022182	0.00022229837840795678
tetracycline__tet(B)	0.0008780262209852474	0.0002619554597599802	0.00023689573729168464	0.0004710576920675152	0.0006921362871865222	0.000303091044342969
tetracycline__tet(C)	0.008174357888596166	0.008217515503686658	0.006617145731352121	0.014204835339819939	0.007362165583700837	0.006071395530919839
tetracycline__tet(G)	0.00012294234997606033	0.0	0.0	0.0	0.0	0.00014241035538953075
tetracycline__tet(O)	0.0	0.0	0.0	0.0	9.55377193385869e-05	0.0
tetracycline__tetA(48)	0.00021792554618462902	0.0004578454470810768	6.528791486388484e-05	0.0001413769588451059	9.080829811589967e-05	0.0
tetracycline__tetA(P)	0.0	0.0	0.0	0.0	0.00014683701805340976	0.0
tetracycline__tetB(P)	0.0	0.0	0.0	0.0	0.00014215744479078836	4.7058536429425194e-05
trimethoprim__DfrA36	0.00034045352280969116	0.00025857018920308203	0.0004538905123955891	0.0	0.0	0.00014568929606830592
trimethoprim__DfrB9	0.0	0.0	0.0	0.0020871226680787107	0.0	0.0
trimethoprim__dfrB6	0.0003089300484754605	0.0	0.0	0.0	0.0	0.0
trimethoprim__dfrC	0.0	0.0	0.0	0.0	0.00017798426430716335	0.0
