subtype	AUGLS01_trimmed	AUGLS05_trimmed	AUGLS16_trimmed	SEPLS01_trimmed	SEPLS05_trimmed	SEPLS16_trimmed
beta_lactam__TEM-162	0.0010953400271396406	0.00118017421530883	0.0018865871555509	0.002191748469129053	0.0010079906608440226	0.000659718244787097
beta_lactam__TEM-164	0.0	0.0	0.0	0.0	0.0	0.00011050556864105476
beta_lactam__TEM-167	5.593225670500292e-05	0.0	0.0	0.0	0.0	0.0
beta_lactam__TEM-177	5.7097512053023815e-05	6.138910461797523e-05	0.0	0.0	0.0	0.0
beta_lactam__TEM-178	0.00022217535302265052	0.00017727010618148723	0.00036076651550340173	0.0005807860358949773	0.00022034402002799237	0.0004213945684178889
beta_lactam__TEM-182	0.0	0.0	0.0	0.0	0.0	5.414772863411684e-05
beta_lactam__TEM-184	0.0	0.0	5.4305905456272307e-05	0.0	0.0	0.00011050556864105476
beta_lactam__TEM-185	0.0	5.763058800871144e-05	0.0	0.00010446846849995489	5.119591392548647e-05	9.392973334489654e-05
beta_lactam__TEM-187	0.0005811639497487226	0.0016897235653043888	0.0015215409536034708	0.0016668768900234905	0.0006804406007082044	0.0006054774588320192
beta_lactam__TEM-192	0.001188328332402025	0.0023397339902507816	0.0009813920912885774	0.002240253470399909	0.0007726118374575229	0.0009405828962395308
beta_lactam__TEM-193	0.0010429035364787002	0.002062172779616066	0.001029639967450923	0.0022962169376290085	0.001638269245615567	0.0014332572252744803
beta_lactam__TEM-194	0.0	0.0	5.3219787347146864e-05	0.0	0.0	0.0
beta_lactam__TEM-197	0.00011652553480208941	0.0	0.00016291771636881694	0.0	0.0	0.0
beta_lactam__TEM-201	5.593225670500292e-05	0.0	0.0	0.0	5.2333600901608395e-05	0.0
beta_lactam__TEM-205	0.0	0.0	5.4305905456272307e-05	0.00010446846849995489	0.0	0.0
beta_lactam__TEM-208	0.0	0.0	5.3219787347146864e-05	0.0	0.0	0.0
beta_lactam__TEM-43	0.0	0.0	0.0	0.00010446846849995489	0.0	0.0
beta_lactam__TEM-55	0.0	6.138910461797523e-05	0.0	0.0	0.0	0.0
beta_lactam__TEM-6	0.0	0.0	0.0	0.0	0.00011376869761219216	0.00016465329727517159
beta_lactam__TEM-63	0.0003332630295339757	0.0004961241924228202	0.00029542412568212136	0.00020684756762991068	0.00036405983235901496	0.00015581285178388723
beta_lactam__TEM-7	0.0005720376905410772	0.00034183780563488064	0.0005938860529721415	0.0011401712667824962	0.0003091718844535466	0.00024218078644706255
beta_lactam__TEM-75	6.384349224788807e-05	6.864212964555837e-05	5.950762053829073e-05	0.00011218552624968335	0.0	6.0545196611765636e-05
beta_lactam__TEM-87	0.00011069925806198495	4.7607877050674673e-05	0.00010752569280341918	0.0002946010811698728	0.00017065304641828823	0.0003856644345572811
beta_lactam__TEM-88	0.0	0.0	0.0	0.0	0.0	5.525278432052738e-05
beta_lactam__TEM-91	0.0	5.763058800871144e-05	0.0	0.0	4.550747904487687e-05	0.0
beta_lactam__TEM-95	0.0	0.0	0.00010861181091254461	0.0	0.0	0.0
beta_lactam__VCC-1	0.0	0.0	0.0	0.0	0.0	0.00011128377687092134
beta_lactam__VEB-1	0.0	0.0	0.0	0.0	0.0	7.94085241993509e-05
beta_lactam__VEB-6	0.0	5.872001311284588e-05	0.0	0.0	0.0	0.0
beta_lactam__VIM-1	0.0	0.0	0.0	0.0	4.191992624900774e-05	0.0
capO	0.0	2.6839843951296978e-05	0.0	0.0	0.0	0.0
chloramphenicol__Salmonella enterica cmlA	0.0	0.0	0.0	0.0	0.0	8.103741700344015e-05
chloramphenicol__catB2	7.934834036523231e-05	0.0	0.0001834194886763087	0.0	0.0	0.00017608273037461784
chloramphenicol__catB3	0.0	0.0	0.0	0.0	0.0	7.5249030074623e-05
chloramphenicol__catB8	0.0	0.0	0.0	0.0	6.817453765484887e-05	6.0199224059698405e-05
chloramphenicol__catI	0.0073667868765935	0.005155437669765598	0.006377130079121505	0.0100766563920288	0.0046905015804312115	0.0052934084827288225
chloramphenicol__cmlA1	0.0	0.0	0.0	0.0	0.0	3.7714311015920834e-05
chloramphenicol__cmlA5	0.0	0.0	0.0	0.0	0.0	0.00011566468674497878
chloramphenicol__cmx	0.0	0.0	0.0	0.0	0.0	4.041508009122975e-05
chloramphenicol__plasmid-encoded cat (pp-cat)	0.00020847961208289803	0.0004041234860146311	0.0005645235256873575	0.000267401117362259	0.00014560315327280922	0.00014142694419504487
florfenicol__floR	0.0	4.434553425121468e-05	0.0	0.0	0.0	0.0
fosfomycin__FosA	0.0	0.00010121805557904368	0.0	0.0	0.0	0.0
macrolide-lincosamide-streptogramin__LlmA 23S ribosomal RNA methyltransferase	0.00011611952248570584	0.0	0.0	0.0	0.0	0.0
macrolide-lincosamide-streptogramin__LpeA	0.0	0.0	0.0	0.0	2.2455697582214945e-05	0.0
macrolide-lincosamide-streptogramin__LpeB	1.6433088241320304e-05	0.0	2.0984358851949327e-05	0.0	3.08050627380705e-05	0.0
macrolide-lincosamide-streptogramin__ere(A)	0.00016252729026533793	8.825416668714647e-05	0.0	0.0	0.00015868211350697581	0.00017404963284805802
macrolide-lincosamide-streptogramin__ere(D)	0.0	0.0	0.0	0.0	0.0	0.00011541873289387028
macrolide-lincosamide-streptogramin__linG	0.00030518592448166274	0.00032812446588810864	0.0005120271085877103	9.412111542948317e-05	0.00047078570583330943	0.0003044691524557823
macrolide-lincosamide-streptogramin__lnu(F)	0.0	6.562489317762173e-05	0.00011264596388929628	0.0004180728615588671	0.0002979656366033604	0.0
macrolide-lincosamide-streptogramin__lnu(H)	0.0006390808684004476	0.00014051447715679005	0.0011231398291431654	0.00011716855682740038	0.0004402179369958824	0.0003048913642082372
macrolide-lincosamide-streptogramin__lsa(B)	0.0001016045821749926	0.0	0.0	0.0	0.0	0.0
macrolide-lincosamide-streptogramin__macA	8.024662346370664e-05	1.577473847326228e-05	0.00011135784537712591	0.0001583828335550978	0.000144417759869191	0.0001263615788045556
macrolide-lincosamide-streptogramin__macB	0.00045942745382448455	0.0003163770348203575	0.00024187688456701968	0.000280193695360895	0.0004014487927906657	0.00046488743853573505
macrolide-lincosamide-streptogramin__mef(C)	0.0	0.0	0.0	0.0	0.0	7.37699336603798e-05
macrolide-lincosamide-streptogramin__mel	0.0	0.0	0.0	0.0	3.936677847746323e-05	0.0
macrolide-lincosamide-streptogramin__mph(A)	0.0	0.0	0.0	0.0	0.0	0.00010499864661575303
macrolide-lincosamide-streptogramin__mph(B)	0.0005209871411069114	0.0	0.00027524157651508146	0.0001891011518416905	0.0003089036156685471	0.0005940863298423085
macrolide-lincosamide-streptogramin__mph(G)	0.0	0.0	0.0	0.0	0.0	4.192445961300425e-05
macrolide-lincosamide-streptogramin__ole(C)	0.0010510603239148467	0.0016206723619145462	0.0008238857528581985	9.193225227996031e-05	0.0006978116836741419	0.0006690449147804021
macrolide-lincosamide-streptogramin__vat(F)	0.0	0.0	0.0	0.0	0.0	7.150360323832955e-05
multidrug__Enterobacter cloacae acrA	1.399089124827774e-05	0.0	0.0	0.0	0.0	0.0
multidrug__Escherichia coli acrA	0.00011991596309654654	4.468610122485725e-05	6.418517685988806e-05	9.618973285284624e-05	5.370038354670397e-05	7.921926182897438e-05
multidrug__Escherichia coli emrE	0.0	0.00021329109275759815	9.413023612420535e-05	0.0	0.00013905063041490153	0.0
multidrug__Escherichia coli mdfA	0.0002503946884854034	0.00039168378537470433	0.0002471468080515342	0.0002871201196207053	0.0002727787338654496	0.0003341341977971258
multidrug__MexB	3.0499006185313757e-05	7.99372341865555e-05	4.374590330233794e-05	8.555310988983451e-05	8.098455441294487e-05	6.411884047481468e-05
multidrug__MexD	4.176129453294616e-05	8.430888669547004e-05	4.926394943636121e-05	9.452338669737119e-05	3.56828560228153e-05	8.055462516422149e-05
multidrug__MexE	4.141303809490211e-05	2.9123875006758333e-05	2.2283869257376765e-05	2.4584737490484765e-05	0.0	0.0
multidrug__MexF	0.0003433361914337571	0.0003099867272549388	0.00023357392548111153	0.000197262426652297	0.0004269759164244011	0.00024211818141273798
multidrug__MuxB	0.0007349040919732926	0.0005703904305947033	0.00015675436924653138	0.0003154901006654566	0.0005780693331655046	0.00030291522307891863
multidrug__MuxC	0.00015365698884240258	0.0001879177684370006	7.585843063716123e-05	0.0001082451985902557	6.375659310780552e-05	5.2470945295277667e-05
multidrug__OpmB	0.0	0.0	0.0	0.0	0.0	3.173151870616633e-05
multidrug__OpmH	0.0	0.0	0.0	0.0	0.0	8.677056206530181e-05
multidrug__OprM	2.3212350315799302e-05	0.0	1.0726468767642001e-05	0.0	2.294335401845875e-05	1.1006574548228437e-05
multidrug__RanA	0.001127669088306825	0.0010291051562465608	0.0007091509300566586	0.0009102361955393744	0.0015259998254137683	0.0018999505105120511
multidrug__RanB	0.0005255808252334242	0.000682633770250635	0.0007059767709315399	0.0004605696828650185	0.0004977133197277729	0.0006620724938581454
multidrug__abeM	0.0	0.0	0.0	0.0	0.0	3.5272982847479534e-05
multidrug__acrE	7.126923661895411e-05	3.071245000712697e-05	3.953469917216624e-05	5.121939769883502e-05	4.1130092965322046e-05	9.522422714897745e-05
multidrug__acrF	0.0003074386406460926	0.0002924366730043362	0.0002584375877925547	0.00023941875650054851	0.00020254736732151129	0.00020062267973480234
multidrug__adeF	4.825338167630748e-06	5.639155126688931e-06	9.77745606578148e-06	8.464017561186147e-06	1.0241689492315694e-05	9.947935987202286e-06
multidrug__adeI	0.0	1.5882620423307386e-05	0.0	0.0	0.0	0.0
multidrug__amrB	4.257770920095917e-05	2.8306550010651816e-05	2.981094676616282e-05	5.6373178091207536e-05	4.754257281103895e-05	7.147434376637146e-05
multidrug__bpeF	5.23504601844134e-06	1.1257050479101936e-05	4.7819224572051534e-06	0.0	3.414276176785122e-05	4.964591993613204e-06
multidrug__ceoB	2.6166711191473246e-05	5.0419812320098387e-05	4.940233424629667e-06	1.90067200004358e-05	3.043137151053153e-05	0.0
multidrug__efpA	0.00023265532250485096	6.692996180798425e-05	0.0004032326190498034	0.0	3.0696082563289585e-05	2.9219340357278137e-05
multidrug__efrB	5.7998814532156e-05	0.0	7.37960248951643e-05	4.126793092677776e-05	0.0	3.4922201802587474e-05
multidrug__emeA	0.0	0.0	0.0	0.0	8.407712536714975e-05	0.0
multidrug__emrA	0.00011222703729605678	0.00019508093245267685	0.00022170764175468674	0.0001769708819199766	8.328921009623542e-05	0.00017309323639613257
multidrug__emrB	0.00011909719422706027	0.0001028524287510915	0.00024083605792664148	0.0001156999482433139	6.359323903430571e-05	0.00012189133902388892
multidrug__emrD	0.0004344654236484695	0.0001842664843161787	0.0002371652017682221	0.0005954013841730862	0.0004565381895132774	0.0004028938006120918
multidrug__emrK	0.00014983919157341544	5.104158358259467e-05	1.4749752099234454e-05	5.307946004450191e-05	0.00016964176910617984	7.306629467631451e-05
multidrug__emrY	0.00014493470294836964	8.561228740050908e-05	8.958918762368215e-05	3.890362238409778e-05	6.270314365271966e-05	7.139839611377315e-05
multidrug__mdsB	1.5267974496817213e-05	9.283278727799304e-06	4.514682415056673e-06	0.0	2.3645197247804107e-05	1.4978479920067138e-05
multidrug__mdtE	0.0003267284457331809	0.00019098630723362708	0.0002125549406672908	0.00015870147615808865	0.00016946920195779708	7.606319619739617e-05
multidrug__mdtF	0.00011580113626686845	0.0001176985833139045	0.00011212084313644588	0.00032864819792079023	7.215700986631662e-05	8.045434083055563e-05
multidrug__mdtH	0.0	0.00017826463519891276	7.727108935569095e-05	0.0003671572911330256	0.00031878933708868887	7.861838963020314e-05
multidrug__mdtK	0.00028018384044557266	0.00019086967220518329	0.0003253985246330767	0.0006763504071268516	0.00024384534481108967	0.00026603865949167353
multidrug__mdtL	0.0007219278414712978	0.0004096302475375119	0.0004353583606317467	0.0009078016011583803	0.0007457310203125924	0.0002804806558331345
multidrug__mdtM	0.0	0.00012552872807791002	0.000366181125914224	0.0005786126268498477	0.0001153505479064708	0.00029575805520341435
multidrug__mdtN	0.00019083660619323385	0.000110422056435369	6.347233878591927e-05	0.0003334917622177869	9.912026199980991e-05	0.00012635643754659162
multidrug__mdtO	9.71000627778348e-05	0.00019967578718680425	0.00017979839831279396	0.00021668463269207825	4.7674630168326746e-05	0.00016800572463077996
multidrug__mdtP	0.00012315252662423556	7.281096409597038e-05	0.00010481633260224012	0.00017632907404516976	0.00016168752096832852	0.00014399086943377653
multidrug__mexJ	0.0	0.0	0.0	0.0	0.0	1.2056247870266573e-05
multidrug__mexK	0.0004590901440994865	0.00034898998070429096	0.0002980025524127281	0.0003171438478653069	0.0004065379192216198	0.00030977639736866266
multidrug__mexN	5.361374349002184e-06	1.6255463404673056e-05	0.0	9.613250318850418e-06	1.549421310337474e-05	1.0168787847922028e-05
multidrug__mexQ	0.0	0.0	9.73483638549474e-06	1.7024491162955612e-05	0.0	2.9913811955590877e-05
multidrug__mexW	0.0001805064419687319	0.00011403377179580071	4.357982763059247e-05	0.00010662197104765001	8.677129009010406e-05	0.00013926563880402141
multidrug__msbA	0.0005600193176704953	0.0007461753317882738	0.0004590062029561766	0.0007618372040313549	0.000943150322359548	0.000734725323543046
multidrug__mtrD	5.205608083942139e-06	0.0	0.0	2.7441820385348976e-05	2.032980163516836e-05	1.4612557667724355e-05
multidrug__oqxB	9.733396418135165e-06	1.1374981484121098e-05	9.861262832059606e-06	0.0	2.582368850562457e-05	0.0
multidrug__pmrA	0.0	0.0	4.411843240951885e-05	0.0	0.0	0.0
multidrug__qacE	0.00023631378457863734	0.0003192233440134712	0.0	0.0	0.0001478993068958498	0.0002528367410507333
multidrug__qacEdelta1	0.0012837871485526196	0.0006200354037670706	0.0	0.0004260860040453812	0.00014146890224820416	0.0001319148214177739
multidrug__qacH	0.00015148319524271623	0.0	0.0	0.0	0.0004377819484117154	0.0002873144784667424
multidrug__sdeY	3.0017982996399967e-05	2.7842188266319247e-05	3.4284542710129216e-05	6.557425796943568e-05	4.963750287256209e-05	8.941102641026566e-05
multidrug__smeD	0.0	0.0	0.0	5.068359964544037e-05	2.7527789777569335e-05	0.0
multidrug__smeE	2.6185957754267422e-05	7.892702923023043e-05	2.9480644782616834e-05	8.950064713680011e-06	8.659084660792357e-05	1.5078527018769876e-05
multidrug__tap	0.0	0.0	0.00010784701380880836	0.0	0.0	0.0
multidrug__tolC	0.00012714036885183848	6.085826450544444e-05	0.00032397357777796276	0.0006639306381819126	0.00018739310936747094	0.00020535141697995547
mupirocin__Bifidobacteria intrinsic ileS conferring resistance to mupirocin	0.004783393203491726	0.004353149926258588	0.002938776583256593	0.002178636591068183	0.0023055725015720878	0.002479547308068675
mupirocin__mupA	1.5621704509405114e-05	1.679587109764756e-05	2.972824058844532e-05	0.0	3.0504232047269022e-05	1.4814652795941405e-05
mupirocin__mupB	1.4517750560531373e-05	0.0	0.0	0.0	3.0553448297748645e-05	2.325216882847983e-05
novobiocin__novA	0.0005900333013530816	0.0006242273074228904	0.0005789843178430959	0.0004095459947810246	0.0005073771751090883	0.0004027778697149033
other_peptide_antibiotics__ArnT	5.9273642276460295e-05	0.0	8.061716592924229e-05	5.422501268781688e-05	0.00014644984000431154	2.8679303658204777e-05
other_peptide_antibiotics__microcin efflux pumu gene yojI	0.0003631165733130705	0.00029346204516255385	0.0005587928752148438	0.0008149533661892642	8.149332924754869e-05	0.00022880107279728152
pleuromutilin_tiamulin__TaeA	0.0	5.529504888114423e-05	9.443528781534861e-05	0.0	2.359998199541801e-05	0.00019313917719153236
polymyxin__almG	0.0	6.43123953140693e-05	0.0	0.0	0.0	5.6726191902408114e-05
polymyxin__arnA	0.0009192009440391178	0.0006984638520739498	0.0008876950495786295	0.0004938031981020708	0.0006990334884526675	0.0007830549232612974
polymyxin__eptA	0.0004185588689028178	0.0004473986090313042	0.0001669564078385814	0.0003266368049471716	0.0003569050915951037	0.00022880107279728152
polymyxin__mcr-5.1	0.0	4.9783739804361815e-05	2.1579399652605756e-05	4.1512369859506755e-05	0.0	0.0
polymyxin__mcr-5.2	0.0	3.2812446588810864e-05	0.0	0.0	4.648263931012422e-05	0.0
polymyxin__pmrF	0.0005619932454563628	5.4525726461928317e-05	0.0001321623594774945	0.0002765105165625514	5.05246079457872e-05	9.61878906171268e-05
polymyxin__rosA	0.00020569370137500764	0.00012122059315931792	3.767539401307922e-05	0.00010780730174575552	0.00015626084676363918	0.00013417462126783135
polymyxin__rosB	0.00023323339851286987	0.00037321163072464176	0.0002668366726009483	0.0003169846215528098	0.0003352696378791824	0.000248247150482539
polymyxin__ugd	0.00502643105369285	0.004388397495863709	0.004566577991270984	0.00433692769518658	0.004118385803000362	0.003526192822192733
puromycin__puromycin resistance protein	0.0	0.0	0.0	0.0	5.886568835099231e-05	0.0
quinolone__QepA4	0.0	0.0	0.0	0.0	0.0	2.6594862683907857e-05
quinolone__QnrVC1	0.0	0.0	0.0	0.0	0.0	7.248759777830658e-05
rifamycin__RbpA	0.0	0.0	0.00013624113123240247	0.0	0.00014270985753108315	0.0
rifamycin__arr-1	0.0	0.0	0.0	0.0002047581982599116	0.0	0.0
rifamycin__rphA	0.0	0.0	0.0	0.0	4.890081129735612e-05	0.0
rifamycin__rphB	0.0	0.0	1.7569557647617513e-05	6.759724432350022e-05	0.0	0.0
sulfonamide__sul1	0.0032140723642137066	0.0026132705428022706	0.00010423818094291195	0.0015387056479544317	0.0016840603261165498	0.0019460744342253782
sulfonamide__sul2	0.0009013988114805713	0.00018331245838723	5.731176738189624e-05	0.00010346438993345357	0.0005275262613953015	0.0003247079922908412
sulfonamide__sul4	0.00016488972192970228	0.00012359888417502317	0.0	0.0	5.66861455001515e-05	5.3959060590095525e-05
tetracycline__otr(A)	0.0	0.0	0.0	0.0	0.0	2.3357843724520988e-05
tetracycline__otr(C)	0.0	4.083326686607574e-05	0.0	0.0	0.0	0.0
tetracycline__tet(32)	0.0	0.0	0.0	0.0	5.091994916602028e-05	0.0
tetracycline__tet(34)	0.0	0.00011400833714766829	0.0001976734958608312	0.0	0.0	0.0
tetracycline__tet(35)	0.0	9.419039545997837e-05	0.0	0.0	0.0	0.0
tetracycline__tet(56)	0.0	0.0	0.0	0.00028572260412974804	0.0	0.0
tetracycline__tet(A)	0.0	0.00045829409316070424	0.0	6.50936426818891e-05	6.734412884800133e-05	0.00012365003384866448
tetracycline__tet(B)	0.0005950260075732993	0.0001787091854113789	0.00013801386108779488	0.00024379898420097014	0.0003615187164548099	0.00016858970434529159
tetracycline__tet(C)	0.005539647248198076	0.005606088543124054	0.003855104537571529	0.007351805277587496	0.003845428568651314	0.0033771198345367566
tetracycline__tet(G)	8.331629958140353e-05	0.0	0.0	0.0	0.0	7.92135569788103e-05
tetracycline__tet(O)	0.0	0.0	0.0	0.0	4.990155018269987e-05	0.0
tetracycline__tetA(48)	0.0001476850743124324	0.0003123477058547947	3.8036299495087055e-05	7.31705681411929e-05	4.7431264602167576e-05	0.0
tetracycline__tetA(P)	0.0	0.0	0.0	0.0	7.669635486170497e-05	0.0
tetracycline__tetB(P)	0.0	0.0	0.0	0.0	7.425210601826407e-05	2.6175582854178674e-05
trimethoprim__DfrA36	0.00023072055890813704	0.00017639971286144722	0.0002644335556350753	0.0	0.0	8.103741700344015e-05
trimethoprim__DfrB9	0.0	0.0	0.0	0.0010802039642895335	0.0	0.0
trimethoprim__dfrB6	0.00020935754419442064	0.0	0.0	0.0	0.0	0.0
trimethoprim__dfrC	0.0	0.0	0.0	0.0	9.296527862024844e-05	0.0
